,0
0,0.060000000000000026
1,0.060000000000000026
2,0.060000000000000026
3,0.060000000000000026
4,0.060000000000000026
5,0.060000000000000026
6,0.060000000000000026
7,0.060000000000000026
8,0.060000000000000026
9,0.060000000000000026
10,0.060000000000000026
11,0.060000000000000026
12,0.060000000000000026
13,0.060000000000000026
14,0.060000000000000026
15,0.060000000000000026
16,0.060000000000000026
17,0.060000000000000026
18,0.060000000000000026
19,0.060000000000000026
20,0.060000000000000026
21,0.060000000000000026
22,0.060000000000000026
23,0.060000000000000026
24,0.060000000000000026
25,0.060000000000000026
26,0.060000000000000026
27,0.060000000000000026
28,0.060000000000000026
29,0.060000000000000026
30,0.060000000000000026
31,0.060000000000000026
32,0.060000000000000026
33,0.060000000000000026
34,0.060000000000000026
35,0.060000000000000026
36,0.060000000000000026
37,0.060000000000000026
38,0.060000000000000026
39,0.060000000000000026
40,0.060000000000000026
41,0.060000000000000026
42,0.060000000000000026
43,0.060000000000000026
44,0.060000000000000026
45,0.060000000000000026
46,0.060000000000000026
47,0.060000000000000026
48,0.060000000000000026
49,0.060000000000000026
50,0.060000000000000026
51,0.060000000000000026
52,0.060000000000000026
53,0.060000000000000026
54,0.060000000000000026
55,0.060000000000000026
56,0.060000000000000026
57,0.060000000000000026
58,0.060000000000000026
59,0.060000000000000026
60,0.060000000000000026
61,0.060000000000000026
62,0.060000000000000026
63,0.060000000000000026
64,0.060000000000000026
65,0.060000000000000026
66,0.060000000000000026
67,0.060000000000000026
68,0.060000000000000026
69,0.060000000000000026
70,0.060000000000000026
71,0.060000000000000026
72,0.060000000000000026
73,0.060000000000000026
74,0.060000000000000026
75,0.060000000000000026
76,0.060000000000000026
77,0.060000000000000026
78,0.060000000000000026
79,0.060000000000000026
80,0.060000000000000026
81,0.060000000000000026
82,0.060000000000000026
83,0.060000000000000026
84,0.060000000000000026
85,0.060000000000000026
86,0.060000000000000026
87,0.060000000000000026
88,0.060000000000000026
89,0.060000000000000026
90,0.060000000000000026
91,0.060000000000000026
92,0.060000000000000026
93,0.060000000000000026
94,0.060000000000000026
95,0.060000000000000026
96,0.060000000000000026
97,0.060000000000000026
98,0.060000000000000026
99,0.060000000000000026
100,0.060000000000000026
101,0.060000000000000026
102,0.060000000000000026
103,0.060000000000000026
104,0.060000000000000026
105,0.060000000000000026
106,0.060000000000000026
107,0.060000000000000026
108,0.060000000000000026
109,0.060000000000000026
110,0.060000000000000026
111,0.060000000000000026
112,0.060000000000000026
113,0.060000000000000026
114,0.060000000000000026
115,0.060000000000000026
116,0.060000000000000026
117,0.060000000000000026
118,0.060000000000000026
119,0.060000000000000026
120,0.060000000000000026
121,0.060000000000000026
122,0.060000000000000026
123,0.060000000000000026
124,0.060000000000000026
125,0.060000000000000026
126,0.060000000000000026
127,0.060000000000000026
128,0.060000000000000026
129,0.060000000000000026
130,0.060000000000000026
131,0.060000000000000026
132,0.060000000000000026
133,0.060000000000000026
134,0.060000000000000026
135,0.060000000000000026
136,0.060000000000000026
137,0.060000000000000026
138,0.060000000000000026
139,0.060000000000000026
140,0.060000000000000026
141,0.060000000000000026
142,0.060000000000000026
143,0.060000000000000026
144,0.060000000000000026
145,0.060000000000000026
146,0.060000000000000026
147,0.060000000000000026
148,0.060000000000000026
149,0.060000000000000026
150,0.060000000000000026
151,0.060000000000000026
152,0.060000000000000026
153,0.060000000000000026
154,0.060000000000000026
155,0.060000000000000026
156,0.060000000000000026
157,0.060000000000000026
158,0.060000000000000026
159,0.060000000000000026
160,0.060000000000000026
161,0.060000000000000026
162,0.060000000000000026
163,0.060000000000000026
164,0.060000000000000026
165,0.060000000000000026
166,0.060000000000000026
167,0.060000000000000026
168,0.060000000000000026
169,0.060000000000000026
170,0.060000000000000026
171,0.060000000000000026
172,0.060000000000000026
173,0.060000000000000026
174,0.060000000000000026
175,0.060000000000000026
176,0.060000000000000026
177,0.060000000000000026
178,0.060000000000000026
179,0.060000000000000026
180,0.060000000000000026
181,0.060000000000000026
182,0.060000000000000026
183,0.060000000000000026
184,0.060000000000000026
185,0.060000000000000026
186,0.060000000000000026
187,0.060000000000000026
188,0.060000000000000026
189,0.060000000000000026
190,0.060000000000000026
191,0.060000000000000026
192,0.060000000000000026
193,0.060000000000000026
194,0.060000000000000026
195,0.060000000000000026
196,0.060000000000000026
197,0.060000000000000026
198,0.060000000000000026
199,0.060000000000000026
